x,y,Vel
42.92014694213867,-16.218156814575195,-9.40000057220459
11.705276489257812,-0.4905960261821747,-9.800000190734863
42.89922332763672,-16.210250854492188,-9.40000057220459
11.706988334655762,-0.3065580427646637,-9.800000190734863
11.687003135681152,-0.6738677620887756,-9.800000190734863
29.133743286132812,-6.994386672973633,-9.800000190734863
16.464832305908203,-9.776093482971191,-8.600000381469727
47.40788650512695,-7.508665561676025,-9.800000190734863
46.840885162353516,-7.251346111297607,-9.800000190734863
11.676456451416016,-0.836978018283844,-9.800000190734863
42.93584060668945,-16.22408676147461,-9.40000057220459
162.33767700195312,10.497897148132324,-10.0
162.36639404296875,10.499753952026367,-10.40000057220459
16.21734046936035,-9.629142761230469,-8.800000190734863
11.722637176513672,-0.6759224534034729,-9.800000190734863
11.706343650817871,-0.04086298123002052,-9.600000381469727
11.444092750549316,-0.3196621835231781,-9.600000381469727
81.69095611572266,24.197938919067383,-9.600000381469727
11.672699928283691,-0.4892306625843048,-9.800000190734863
131.2471160888672,-46.993228912353516,-9.199999809265137
11.662383079528809,-0.6928726434707642,-9.600000381469727
79.38672637939453,29.208602905273438,-9.199999809265137
80.05194854736328,29.136497497558594,-9.800000190734863
91.56336212158203,12.379841804504395,-10.199999809265137
85.99359130859375,-40.28230285644531,-9.0
43.09586715698242,-16.284557342529297,-9.0
61.015052795410156,-27.293325424194336,-9.40000057220459
11.438514709472656,-0.4794153869152069,-9.800000190734863
106.82184600830078,-0.9322193264961243,-9.40000057220459
16.18379020690918,-9.72419261932373,-8.800000190734863
16.430328369140625,-9.872326850891113,-8.40000057220459
12.653998374938965,-0.9292508959770203,-9.600000381469727
14.785530090332031,-0.025805622339248657,-9.800000190734863
29.511428833007812,-6.867518901824951,-9.40000057220459
53.11433792114258,29.684568405151367,-8.40000057220459
52.611244201660156,29.403398513793945,-8.40000057220459
42.86568832397461,-16.197580337524414,-9.0
29.233549118041992,-6.588058948516846,-9.40000057220459
11.67359447479248,-0.32607272267341614,-9.800000190734863
86.44027709960938,-39.940982818603516,-7.599999904632568
15.96963882446289,-10.570061683654785,-8.40000057220459
28.933670043945312,-6.520478248596191,-9.800000190734863
53.222869873046875,30.112018585205078,-9.199999809265137
11.452313423156738,-0.09994273632764816,-9.600000381469727
16.410947799682617,-9.62823486328125,-8.800000190734863
11.668421745300293,-0.020365240052342415,-9.600000381469727
29.317829132080078,-7.201143264770508,-9.800000190734863
61.16551971435547,-1.8153486251831055,-10.199999809265137
29.58254051208496,-7.375749111175537,-9.600000381469727
13.941008567810059,-0.7794227600097656,-9.600000381469727
13.93408489227295,-0.7790356278419495,-9.800000190734863
16.44122314453125,-9.762075424194336,-8.40000057220459
