x,y,Vel
"[42.92014694213867, 11.705276489257812, 42.89922332763672, 11.706988334655762, 11.687003135681152, 29.133743286132812, 16.464832305908203, 47.40788650512695, 46.840885162353516, 11.676456451416016, 42.93584060668945, 162.33767700195312, 162.36639404296875, 16.21734046936035, 11.722637176513672, 11.706343650817871, 11.444092750549316, 81.69095611572266, 11.672699928283691, 131.2471160888672, 11.662383079528809, 79.38672637939453, 80.05194854736328, 91.56336212158203, 85.99359130859375, 43.09586715698242, 61.015052795410156, 11.438514709472656, 106.82184600830078, 16.18379020690918, 16.430328369140625, 12.653998374938965, 14.785530090332031, 29.511428833007812, 53.11433792114258, 52.611244201660156, 42.86568832397461, 29.233549118041992, 11.67359447479248, 86.44027709960938, 15.96963882446289, 28.933670043945312, 53.222869873046875, 11.452313423156738, 16.410947799682617, 11.668421745300293, 29.317829132080078, 61.16551971435547, 29.58254051208496, 13.941008567810059, 13.93408489227295, 16.44122314453125, 13.920129776000977, 13.927046775817871, 49.699493408203125, 13.9425630569458, 14.246289253234863, 11.622980117797852, 11.413264274597168, 16.40227699279785, 11.338428497314453, 42.64352035522461, 11.614720344543457, 16.583181381225586]","[-16.218156814575195, -0.4905960261821747, -16.210250854492188, -0.3065580427646637, -0.6738677620887756, -6.994386672973633, -9.776093482971191, -7.508665561676025, -7.251346111297607, -0.836978018283844, -16.22408676147461, 10.497897148132324, 10.499753952026367, -9.629142761230469, -0.6759224534034729, -0.04086298123002052, -0.3196621835231781, 24.197938919067383, -0.4892306625843048, -46.993228912353516, -0.6928726434707642, 29.208602905273438, 29.136497497558594, 12.379841804504395, -40.28230285644531, -16.284557342529297, -27.293325424194336, -0.4794153869152069, -0.9322193264961243, -9.72419261932373, -9.872326850891113, -0.9292508959770203, -0.025805622339248657, -6.867518901824951, 29.684568405151367, 29.403398513793945, -16.197580337524414, -6.588058948516846, -0.32607272267341614, -39.940982818603516, -10.570061683654785, -6.520478248596191, 30.112018585205078, -0.09994273632764816, -9.62823486328125, -0.020365240052342415, -7.201143264770508, -1.8153486251831055, -7.375749111175537, -0.7794227600097656, -0.7790356278419495, -9.762075424194336, -0.9978063702583313, -0.9983022212982178, -7.4276323318481445, -0.6087449193000793, -0.6220058798789978, -0.02028593048453331, -0.8982426524162292, -9.855472564697266, -0.8724438548088074, -16.113628387451172, -1.118369460105896, -10.0036039352417]","[-9.40000057220459, -9.800000190734863, -9.40000057220459, -9.800000190734863, -9.800000190734863, -9.800000190734863, -8.600000381469727, -9.800000190734863, -9.800000190734863, -9.800000190734863, -9.40000057220459, -10.0, -10.40000057220459, -8.800000190734863, -9.800000190734863, -9.600000381469727, -9.600000381469727, -9.600000381469727, -9.800000190734863, -9.199999809265137, -9.600000381469727, -9.199999809265137, -9.800000190734863, -10.199999809265137, -9.0, -9.0, -9.40000057220459, -9.800000190734863, -9.40000057220459, -8.800000190734863, -8.40000057220459, -9.600000381469727, -9.800000190734863, -9.40000057220459, -8.40000057220459, -8.40000057220459, -9.0, -9.40000057220459, -9.800000190734863, -7.599999904632568, -8.40000057220459, -9.800000190734863, -9.199999809265137, -9.600000381469727, -8.800000190734863, -9.600000381469727, -9.800000190734863, -10.199999809265137, -9.600000381469727, -9.600000381469727, -9.800000190734863, -8.40000057220459, -10.0, -10.0, -10.199999809265137, -9.800000190734863, -9.600000381469727, -10.0, -10.0, -8.800000190734863, -9.600000381469727, -9.600000381469727, -10.0, -8.0]"
"[11.690387725830078, 46.14434051513672, 11.696146965026855, 81.38285064697266, 11.720207214355469, 11.73180866241455, 15.356306076049805, 11.714909553527832, 125.45276641845703, 11.673535346984863, 11.679551124572754, 40.14699172973633, 84.42545318603516, 84.38980102539062, 11.370824813842773, 15.11894702911377, 12.710589408874512, 96.9974594116211, 11.71057415008545, 121.89075469970703, 45.48894500732422, 85.55136108398438, 91.04468536376953, 11.736940383911133, 106.30722045898438, 106.61251831054688, 15.330639839172363, 46.71285629272461, 28.234920501708984, 46.16902542114258, 12.641870498657227, 28.841590881347656, 15.590140342712402, 12.419537544250488, 58.436119079589844, 11.355615615844727, 77.4471435546875, 12.727163314819336, 12.059344291687012, 41.506431579589844, 11.668368339538574, 15.32222843170166, 41.43349838256836, 11.650545120239258, 11.618821144104004, 11.607721328735352, 42.39775085449219, 15.237079620361328, 11.696189880371094, 11.914247512817383, 11.329080581665039, 46.74993896484375, 41.810184478759766, 45.81503677368164, 11.706130027770996, 11.605033874511719, 42.20782470703125, 12.399381637573242, 11.628029823303223, 42.42194747924805, 45.3443489074707, 45.90814208984375, 11.338001251220703, 11.664957046508789]","[-0.6945364475250244, -7.5564188957214355, -0.49021339416503906, 24.106674194335938, -0.7168379426002502, -0.49170807003974915, -9.858561515808105, -0.3476901054382324, 73.60262298583984, -0.46885716915130615, -0.8576920032501221, 0.35035717487335205, -40.268836975097656, -40.2518310546875, -0.6755508780479431, -9.70617961883545, -0.7106316685676575, 31.329296112060547, -0.859970211982727, 16.480262756347656, -7.775561332702637, -41.35710525512695, 11.663082122802734, -0.34834396839141846, -1.855597734451294, -1.4886870384216309, -9.955821990966797, -7.64951753616333, -7.039749622344971, -7.560461521148682, -1.128255844116211, -7.084168434143066, -10.00868034362793, -0.6074162125587463, -27.001253128051758, -0.8339036703109741, 28.802305221557617, -0.28881949186325073, -1.0126506090164185, -16.266178131103516, -0.040730420500040054, -9.950359344482422, -16.237594604492188, -1.1423449516296387, -0.46665963530540466, -0.6896251440048218, -16.786441802978516, -9.970855712890625, -1.0850218534469604, -0.33279478549957275, -1.0908654928207397, -7.823249340057373, -16.385217666625977, -7.831300735473633, -0.08172545582056046, -1.2607090473175049, -16.54104995727539, -0.9323133826255798, -0.060884732753038406, -16.624963760375977, -7.019670486450195, -7.271129131317139, -1.2316999435424805, -0.28508517146110535]","[-9.800000190734863, -9.800000190734863, -9.600000381469727, -9.800000190734863, -9.800000190734863, -9.800000190734863, -8.40000057220459, -9.600000381469727, -8.199999809265137, -9.600000381469727, -9.800000190734863, -9.800000190734863, -8.800000190734863, -8.600000381469727, -9.800000190734863, -8.199999809265137, -9.800000190734863, -9.40000057220459, -9.800000190734863, -9.800000190734863, -9.800000190734863, -11.0, -10.199999809265137, -9.800000190734863, -10.40000057220459, -10.0, -8.40000057220459, -9.800000190734863, -9.800000190734863, -8.800000190734863, -9.800000190734863, -9.600000381469727, -8.199999809265137, -9.800000190734863, -9.199999809265137, -9.600000381469727, -7.800000190734863, -10.0, -9.600000381469727, -9.199999809265137, -9.600000381469727, -7.800000190734863, -9.800000190734863, -9.600000381469727, -9.600000381469727, -9.40000057220459, -8.800000190734863, -8.600000381469727, -9.600000381469727, -9.600000381469727, -9.600000381469727, -9.800000190734863, -11.199999809265137, -11.0, -9.800000190734863, -9.40000057220459, -10.199999809265137, -10.0, -9.800000190734863, -9.600000381469727, -8.600000381469727, -10.0, -9.600000381469727, -9.600000381469727]"
"[83.03412628173828, 11.693700790405273, 89.86550903320312, 11.676486015319824, 44.90530014038086, 96.9974594116211, 11.690655708312988, 11.58506965637207, 11.658236503601074, 40.51053237915039, 83.11992645263672, 11.707501411437988, 11.671828269958496, 11.429572105407715, 41.01106262207031, 45.16640090942383, 11.66115665435791, 11.648514747619629, 14.459639549255371, 11.280710220336914, 31.300350189208984, 14.284114837646484, 58.98558044433594, 79.37564849853516, 11.435847282409668, 12.675470352172852, 58.69091033935547, 27.204227447509766, 27.519182205200195, 81.1082534790039, 14.239686012268066, 14.274404525756836, 45.44415283203125, 31.11871337890625, 13.919737815856934, 13.912824630737305, 57.92048645019531, 14.292724609375, 12.629362106323242, 14.511838912963867, 40.845916748046875, 44.88648223876953, 27.288795471191406, 27.003265380859375, 13.931280136108398, 13.938202857971191, 40.82407760620117, 40.144439697265625, 26.999048233032227, 11.915900230407715, 14.533793449401855, 14.25270938873291, 11.399609565734863, 40.77008819580078, 14.490164756774902, 14.279298782348633, 41.3563117980957, 14.373332977294922, 45.408626556396484, 11.741829872131348, 58.212791442871094, 45.52174758911133, 12.383560180664062, 38.95548629760742]","[-40.67795944213867, -0.7152167558670044, 11.5120267868042, -0.8984559178352356, -7.675796985626221, 31.329296112060547, -0.5104246139526367, -0.8710850477218628, -1.0609817504882812, -16.44960594177246, -40.181705474853516, -0.9008423686027527, -0.5096025466918945, -0.6590244174003601, -16.652851104736328, -8.045354843139648, -0.7132262587547302, -0.8963035941123962, -0.9350621104240417, -1.0266242027282715, -20.094444274902344, -9.853940963745117, -28.13465118408203, 23.512117385864258, -0.5393003821372986, -0.4647880494594574, -27.49280548095703, -7.289344310760498, -7.270874977111816, 24.02533531188965, -9.970724105834961, -9.920958518981934, -8.094830513000488, -20.208703994750977, -1.095506191253662, -1.0949621200561523, -27.62662696838379, -9.859881401062012, -1.2605769634246826, -10.011037826538086, -16.585792541503906, -7.672579765319824, -6.9558210372924805, -6.883039951324463, -0.8276698589324951, -0.8280811905860901, -16.57692527770996, -16.300952911376953, -7.032718658447266, -1.0844309329986572, -10.101239204406738, -9.979843139648438, -1.057508945465088, -16.555002212524414, -10.146110534667969, -9.924360275268555, -16.961444854736328, -10.139259338378906, -8.088501930236816, -0.3279787003993988, -27.268836975097656, -7.781167507171631, -0.36753517389297485, -15.818168640136719]","[-9.199999809265137, -9.800000190734863, -10.40000057220459, -9.800000190734863, -9.800000190734863, -9.600000381469727, -9.600000381469727, -9.600000381469727, -9.800000190734863, -9.199999809265137, -9.0, -9.800000190734863, -9.800000190734863, -9.800000190734863, -9.199999809265137, -10.0, -9.600000381469727, -9.600000381469727, -9.800000190734863, -9.600000381469727, -8.800000190734863, -8.40000057220459, -9.0, -9.40000057220459, -9.600000381469727, -9.800000190734863, -8.800000190734863, -9.600000381469727, -9.800000190734863, -9.0, -8.199999809265137, -8.40000057220459, -10.600000381469727, -8.40000057220459, -9.800000190734863, -10.0, -8.800000190734863, -8.199999809265137, -9.800000190734863, -8.0, -8.800000190734863, -10.199999809265137, -9.600000381469727, -9.800000190734863, -9.800000190734863, -9.800000190734863, -9.199999809265137, -9.0, -9.600000381469727, -9.600000381469727, -8.600000381469727, -8.199999809265137, -10.0, -9.0, -8.199999809265137, -8.199999809265137, -9.800000190734863, -8.0, -9.600000381469727, -9.600000381469727, -8.800000190734863, -8.800000190734863, -10.199999809265137, -9.0]"
"[113.050048828125, 44.29124069213867, 11.58506965637207, 11.596102714538574, 96.47698211669922, 39.80696487426758, 97.05318450927734, 11.705276489257812, 11.71938705444336, 88.0801010131836, 11.682389259338379, 103.74657440185547, 76.74656677246094, 11.662660598754883, 44.299339294433594, 11.649859428405762, 11.569958686828613, 26.232467651367188, 76.71185302734375, 11.662383079528809, 11.648514747619629, 57.4168586730957, 11.4116792678833, 76.19361114501953, 11.628219604492188, 11.428404808044434, 12.37722110748291, 11.691906929016113, 39.547935485839844, 11.604874610900879, 43.87861633300781, 77.20874786376953, 75.98448181152344, 26.329853057861328, 56.842994689941406, 40.06874465942383, 11.665183067321777, 12.620254516601562, 11.730020523071289, 43.90270233154297, 12.33565616607666, 11.549819946289062, 82.64180755615234, 38.661598205566406, 77.6642837524414, 45.15229415893555, 25.821613311767578, 26.358171463012695, 26.38266372680664, 39.98817443847656, 39.81260681152344, 11.755005836486816, 11.673428535461426, 11.344829559326172, 11.670306205749512, 43.932151794433594, 11.595721244812012, 40.727046966552734, 11.526163101196289, 11.625717163085938, 27.406261444091797, 11.279769897460938, 13.285698890686035, 14.120603561401367]","[-0.19730958342552185, -7.889465808868408, -0.8710850477218628, -0.7092474699020386, 31.16118812561035, -16.733291625976562, 31.3472957611084, -0.4905960261821747, -0.34782299399375916, 11.283310890197754, -0.6736016869544983, -2.354337215423584, 28.541765213012695, -0.8973920345306396, -7.8909077644348145, -1.101235032081604, -1.052947759628296, -7.3736066818237305, 28.528854370117188, -0.6928726434707642, -0.8963035941123962, -27.756366729736328, -0.9181610941886902, 28.336122512817383, -1.0787163972854614, -0.6789717674255371, -0.5404006838798523, -1.0846245288848877, -16.624406814575195, -0.5472715497016907, -8.132413864135742, 28.101659774780273, 27.95682144165039, -7.203026294708252, -27.847068786621094, -16.843334197998047, -0.5501155853271484, -1.3487149477005005, -0.532656729221344, -8.13687801361084, -1.231261134147644, -1.2547109127044678, -40.48576354980469, -16.2518253326416, 23.00518798828125, -8.042842864990234, -7.453019142150879, -7.0626444816589355, -6.9705939292907715, -16.809465408325195, -16.73566246032715, -0.9251382350921631, -1.2681390047073364, -1.292578935623169, -0.2648361027240753, -8.142335891723633, -1.300667405128479, -16.953018188476562, -1.4560917615890503, -1.4480583667755127, -7.703544616699219, -1.4449704885482788, -1.3260879516601562, -1.3099277019500732]","[-10.199999809265137, -10.0, -9.800000190734863, -9.800000190734863, -9.800000190734863, -9.199999809265137, -10.0, -9.600000381469727, -9.800000190734863, -9.600000381469727, -9.800000190734863, -9.600000381469727, -9.40000057220459, -9.800000190734863, -9.600000381469727, -9.600000381469727, -9.600000381469727, -9.800000190734863, -9.600000381469727, -9.800000190734863, -9.600000381469727, -9.199999809265137, -9.600000381469727, -9.40000057220459, -9.600000381469727, -9.800000190734863, -9.800000190734863, -9.600000381469727, -9.0, -9.600000381469727, -10.0, -9.199999809265137, -9.0, -9.40000057220459, -9.0, -9.199999809265137, -9.600000381469727, -9.800000190734863, -9.800000190734863, -10.40000057220459, -10.0, -9.600000381469727, -9.600000381469727, -9.600000381469727, -10.600000381469727, -10.199999809265137, -9.600000381469727, -9.800000190734863, -9.600000381469727, -9.600000381469727, -9.600000381469727, -9.800000190734863, -9.800000190734863, -9.800000190734863, -9.600000381469727, -10.40000057220459, -10.0, -12.0, -9.800000190734863, -9.600000381469727, -8.800000190734863, -9.600000381469727, -9.600000381469727, -10.199999809265137]"
"[38.5144157409668, 11.676486015319824, 43.06597900390625, 11.418994903564453, 11.656366348266602, 11.691906929016113, 11.693700790405273, 80.65560150146484, 155.26768493652344, 43.28275680541992, 49.35875701904297, 11.655970573425293, 80.48339080810547, 58.38796615600586, 56.92251205444336, 11.648514747619629, 11.630084991455078, 13.904024124145508, 13.58015251159668, 112.0930404663086, 78.21956634521484, 29.138994216918945, 11.720207214355469, 38.94020462036133, 88.37726593017578, 56.8795051574707, 25.54120635986328, 75.83753204345703, 78.0648193359375, 11.673428535461426, 25.40949249267578, 39.2139892578125, 43.94339370727539, 39.05510330200195, 58.129642486572266, 51.059993743896484, 11.706114768981934, 11.523604393005371, 13.53545093536377, 39.064857482910156, 57.487545013427734, 25.12438201904297, 14.483210563659668, 39.635169982910156, 11.877888679504395, 11.701262474060059, 37.90530014038086, 11.36756420135498, 25.422094345092773, 25.068851470947266, 11.908439636230469, 11.555721282958984, 39.131690979003906, 11.903800010681152, 42.125579833984375, 39.07090759277344, 45.30642318725586, 43.92521286010742, 11.574655532836914, 44.099979400634766, 37.963226318359375, 11.7343168258667, 11.883766174316406, 11.56899356842041]","[-16.74652862548828, -0.8984559178352356, -7.981800556182861, -0.8786430954933167, -1.0813275575637817, -1.0846245288848877, -0.7152167558670044, -40.56550216674805, -80.1395492553711, -7.709826946258545, 28.958580017089844, -1.266242504119873, -39.9522590637207, -3.366626024246216, -27.886022567749023, -0.8963035941123962, -1.0584197044372559, -1.0698554515838623, -0.7830259799957275, -0.19563929736614227, 23.169668197631836, -20.101625442504883, -0.7168379426002502, -16.60938835144043, 11.321378707885742, -27.864953994750977, -7.565642356872559, 28.656591415405273, 23.56913948059082, -1.2681390047073364, -7.142279148101807, -16.726167678833008, -8.144420623779297, -16.981626510620117, -2.5379927158355713, 30.317176818847656, -0.4701656997203827, -1.4762064218521118, -1.3510165214538574, -16.904855728149414, -28.537036895751953, -7.062138080596924, -1.267115592956543, -17.151653289794922, -1.311329960823059, -0.34728506207466125, -16.167964935302734, -0.4565681219100952, -6.9546918869018555, -7.235745906829834, -0.4991110861301422, -1.2961807250976562, -16.691064834594727, -1.5460323095321655, -7.200651168823242, -16.665138244628906, -8.642655372619629, -7.824265956878662, -1.1145116090774536, -8.572159767150879, -16.192672729492188, -0.5328518152236938, -0.9144052267074585, -1.4820208549499512]","[-9.199999809265137, -9.800000190734863, -9.800000190734863, -9.800000190734863, -9.600000381469727, -9.800000190734863, -9.800000190734863, -9.0, -8.199999809265137, -9.800000190734863, -8.800000190734863, -9.800000190734863, -8.40000057220459, -10.40000057220459, -8.800000190734863, -9.800000190734863, -9.800000190734863, -9.800000190734863, -9.800000190734863, -9.0, -9.199999809265137, -8.0, -9.800000190734863, -8.800000190734863, -11.199999809265137, -8.800000190734863, -9.800000190734863, -10.0, -10.0, -9.600000381469727, -9.199999809265137, -9.0, -10.199999809265137, -9.40000057220459, -10.40000057220459, -10.0, -9.600000381469727, -9.800000190734863, -9.800000190734863, -9.40000057220459, -6.800000190734863, -9.199999809265137, -9.40000057220459, -9.600000381469727, -9.600000381469727, -9.800000190734863, -8.800000190734863, -9.800000190734863, -9.199999809265137, -10.0, -9.40000057220459, -9.800000190734863, -9.40000057220459, -9.800000190734863, -10.40000057220459, -9.600000381469727, -9.600000381469727, -10.800000190734863, -9.600000381469727, -10.199999809265137, -9.600000381469727, -10.199999809265137, -9.800000190734863, -9.800000190734863]"
"[86.88665771484375, 11.676486015319824, 74.64559936523438, 11.691132545471191, 11.659028053283691, 94.47279357910156, 11.600598335266113, 11.647027969360352, 75.32431030273438, 11.7069091796875, 11.591875076293945, 11.292173385620117, 24.16045570373535, 11.607656478881836, 24.158580780029297, 11.29095458984375, 125.46947479248047, 11.61038875579834, 11.722847938537598, 11.565300941467285, 11.730932235717773, 41.77946472167969, 11.735893249511719, 24.44880485534668, 11.683915138244629, 42.43455123901367, 111.41477966308594, 74.63468933105469, 42.700199127197266, 12.332590103149414, 38.053829193115234, 75.2640609741211, 24.875980377197266, 37.24086380004883, 42.39738464355469, 55.89764404296875, 37.65058135986328, 13.295912742614746, 13.302519798278809, 77.25275421142578, 11.556550979614258, 55.1242790222168, 11.660569190979004, 11.64419174194336, 36.564945220947266, 43.02223587036133, 41.85436248779297, 11.69698429107666, 13.039266586303711, 13.638733863830566, 23.910634994506836, 11.536453247070312, 11.608914375305176, 11.939573287963867, 24.68797492980957, 37.418914794921875, 12.979193687438965, 38.36067199707031, 42.40911102294922, 13.869450569152832, 37.755374908447266, 12.6763277053833, 37.77271270751953, 11.71098518371582]","[11.130426406860352, -0.8984559178352356, 28.206195831298828, -0.7560309767723083, -1.1021016836166382, 31.24386215209961, -0.8722526431083679, -1.2652710676193237, 28.012834548950195, -1.1066278219223022, -1.095753788948059, -1.067423701286316, -7.156646251678467, -0.9135416150093079, -7.156090259552002, -1.2265890836715698, -48.41459655761719, -0.7304631471633911, -0.9226073622703552, -1.2563927173614502, -0.5121831297874451, -7.743359565734863, -0.7383592128753662, -7.056778430938721, -1.2899152040481567, -8.094817161560059, -0.19445550441741943, 28.202072143554688, -8.300070762634277, -1.4051198959350586, -17.02228355407715, 29.495635986328125, -7.652844429016113, -16.658628463745117, -7.857884407043457, -28.113557815551758, -16.605871200561523, -1.3271074295043945, -1.3277668952941895, 23.323963165283203, -1.5009326934814453, -27.724597930908203, -1.4523993730545044, -0.6713992953300476, 0.1276361495256424, -7.973693370819092, -7.455391883850098, -0.4697989821434021, -0.8203604221343994, -0.8580756783485413, -7.538987159729004, -1.4983223676681519, -1.5077334642410278, -0.5004159808158875, -7.453733444213867, -16.503692626953125, -0.7256489992141724, -16.919055938720703, -7.5542073249816895, -0.8968963027000427, -16.888778686523438, -0.7087161540985107, -16.65973663330078, -0.3271171450614929]","[-9.40000057220459, -9.800000190734863, -9.199999809265137, -9.800000190734863, -9.600000381469727, -9.600000381469727, -9.600000381469727, -9.600000381469727, -9.600000381469727, -9.800000190734863, -9.800000190734863, -9.600000381469727, -9.40000057220459, -9.600000381469727, -9.600000381469727, -9.800000190734863, -8.800000190734863, -9.600000381469727, -9.800000190734863, -9.800000190734863, -9.800000190734863, -9.600000381469727, -9.800000190734863, -9.600000381469727, -9.800000190734863, -9.800000190734863, -10.800000190734863, -9.199999809265137, -10.0, -9.600000381469727, -9.40000057220459, -9.40000057220459, -9.800000190734863, -9.40000057220459, -9.800000190734863, -9.40000057220459, -8.199999809265137, -9.800000190734863, -9.600000381469727, -10.199999809265137, -9.600000381469727, -9.0, -9.800000190734863, -9.800000190734863, -10.199999809265137, -8.800000190734863, -11.0, -9.600000381469727, -10.0, -10.199999809265137, -8.40000057220459, -9.40000057220459, -9.40000057220459, -9.800000190734863, -8.800000190734863, -10.0, -10.199999809265137, -9.199999809265137, -9.40000057220459, -9.600000381469727, -10.0, -10.0, -9.199999809265137, -9.800000190734863]"
"[124.6718978881836, 11.663558006286621, 11.682574272155762, 88.26297760009766, 11.638017654418945, 86.28417205810547, 11.688050270080566, 76.67838287353516, 120.02315521240234, 11.705911636352539, 22.938159942626953, 11.62631893157959, 11.37941837310791, 41.21026611328125, 41.18257522583008, 41.18405532836914, 14.320169448852539, 14.328178405761719, 41.493812561035156, 40.87775802612305, 11.568102836608887, 11.640530586242676, 11.916359901428223, 53.56763458251953, 73.43087768554688, 72.97068786621094, 36.739830017089844, 12.592037200927734, 40.87568283081055, 54.353965759277344, 11.609841346740723, 36.5122184753418, 109.81806945800781, 54.646976470947266, 23.205734252929688, 93.12149047851562, 36.68988037109375, 12.694604873657227, 73.78754425048828, 37.09593963623047, 36.64316177368164, 53.66274642944336, 11.362441062927246, 77.38095092773438, 75.5801773071289, 23.605030059814453, 23.06222152709961, 36.82374572753906, 12.66303539276123, 53.77278518676758, 11.725732803344727, 52.478580474853516, 36.237064361572266, 11.593917846679688, 55.190242767333984, 12.970804214477539, 13.870245933532715, 13.863357543945312, 11.90223503112793, 11.695273399353027, 23.221920013427734, 11.879368782043457, 36.88777542114258, 12.602835655212402]","[-48.85833740234375, -1.1025298833847046, -0.8784164786338806, 27.82918357849121, -1.305411696434021, 11.053247451782227, -1.1254302263259888, 23.150550842285156, 72.11711883544922, -0.9212744235992432, -7.056694030761719, -1.0990097522735596, -1.2562984228134155, -7.86127233505249, -8.005074501037598, -8.154655456542969, -2.34501576423645, -2.346327066421509, -7.915361404418945, -7.945824146270752, -1.0731395483016968, -0.9365739822387695, -1.484259843826294, -27.64829444885254, 28.48193359375, 28.01079750061035, -16.743289947509766, -1.590742826461792, -8.093595504760742, -27.694700241088867, -1.2612313032150269, -16.63956069946289, -0.19166870415210724, -28.205381393432617, -7.674556732177734, 30.79696273803711, -16.72052574157715, -0.9545113444328308, 27.88196563720703, -16.98383140563965, -17.164894104003906, -26.989521026611328, -1.4354089498519897, 23.6577091217041, 23.395952224731445, -7.669732093811035, -7.4044623374938965, -16.781532287597656, -0.796690046787262, -27.398574829101562, -0.6966363191604614, -27.086191177368164, -16.66716957092285, -0.8921026587486267, -27.75777244567871, -1.2032641172409058, -1.604840874671936, -1.60404372215271, -0.5196623206138611, -0.5106261968612671, -7.011105537414551, -1.690683126449585, -16.810710906982422, -1.5027958154678345]","[-9.0, -9.800000190734863, -9.800000190734863, -9.800000190734863, -9.800000190734863, -9.800000190734863, -9.800000190734863, -10.0, -8.199999809265137, -9.800000190734863, -9.800000190734863, -9.800000190734863, -9.600000381469727, -10.199999809265137, -9.800000190734863, -10.0, -9.600000381469727, -9.800000190734863, -9.40000057220459, -9.800000190734863, -9.600000381469727, -9.800000190734863, -9.600000381469727, -8.600000381469727, -9.600000381469727, -9.199999809265137, -9.199999809265137, -9.600000381469727, -10.0, -9.0, -9.600000381469727, -10.0, -8.40000057220459, -10.0, -9.199999809265137, -10.0, -9.0, -10.0, -9.600000381469727, -8.600000381469727, -8.40000057220459, -8.199999809265137, -9.600000381469727, -9.600000381469727, -9.199999809265137, -9.40000057220459, -9.40000057220459, -9.199999809265137, -10.0, -9.199999809265137, -10.0, -8.800000190734863, -9.40000057220459, -9.800000190734863, -9.40000057220459, -9.800000190734863, -9.800000190734863, -9.800000190734863, -9.600000381469727, -9.600000381469727, -9.199999809265137, -9.800000190734863, -8.40000057220459, -9.600000381469727]"
"[11.659028053283691, 11.638017654418945, 11.605367660522461, 11.668707847595215, 35.754844665527344, 11.614107131958008, 11.624382972717285, 82.85026550292969, 46.277008056640625, 46.55291748046875, 158.70420837402344, 35.529850006103516, 114.24848175048828, 82.18592834472656, 40.014198303222656, 53.080833435058594, 35.554988861083984, 11.591099739074707, 22.565614700317383, 35.72407150268555, 35.464046478271484, 72.4326400756836, 72.53025817871094, 12.613031387329102, 22.253877639770508, 22.278982162475586, 11.640530586242676, 100.04458618164062, 39.89759826660156, 53.07158660888672, 40.313331604003906, 21.96940803527832, 13.498878479003906, 13.786507606506348, 11.249418258666992, 35.860477447509766, 21.994157791137695, 74.00493621826172, 35.818878173828125, 22.479970932006836, 21.964893341064453, 22.555034637451172, 11.307390213012695, 53.571205139160156, 22.103208541870117, 75.44957733154297, 76.22831726074219, 11.345924377441406, 40.59366989135742, 40.28754425048828, 11.520942687988281, 40.611297607421875, 40.53620147705078, 14.45615005493164, 11.977954864501953, 11.855367660522461, 39.36897659301758, 35.4904899597168, 13.834381103515625, 11.004610061645508, 13.253922462463379, 11.496085166931152, 35.60407257080078, 35.31371307373047]","[-1.1021016836166382, -1.305411696434021, -1.3017494678497314, -0.9388410449028015, -16.748775482177734, -1.467201590538025, -1.1192997694015503, -56.093788146972656, 28.804868698120117, 28.976606369018555, 15.840773582458496, -16.643381118774414, -58.21244812011719, -56.27381896972656, -7.923017501831055, -27.86803436279297, -16.6551570892334, -1.4232069253921509, -7.114904403686523, -16.73436164855957, -16.61255645751953, 28.094741821289062, 27.841733932495117, -1.2589468955993652, -7.230716705322266, -7.152992248535156, -0.9365739822387695, -2.27032732963562, -8.1172513961792, -27.392263412475586, -7.982247829437256, -7.138286590576172, -1.609642505645752, -1.692768931388855, -1.2817081212997437, -16.79825782775879, -7.061545372009277, 27.964107513427734, -16.855070114135742, -7.434533596038818, -7.563112258911133, -7.678353309631348, -0.6717821955680847, -28.125484466552734, -7.438545227050781, 23.067230224609375, 23.596586227416992, -0.6939458847045898, -8.03775691986084, -7.977141380310059, -1.4554322957992554, -8.04124641418457, -8.247177124023438, -1.3919677734375, -0.7116210460662842, -1.1206612586975098, -8.009702682495117, -16.85210609436035, -1.088788390159607, -1.6053977012634277, -1.0431054830551147, -1.6770961284637451, -0.06214083731174469, -0.06163406744599342]","[-9.600000381469727, -9.800000190734863, -9.600000381469727, -9.800000190734863, -9.0, -9.600000381469727, -9.600000381469727, -7.800000190734863, -8.40000057220459, -8.199999809265137, -10.0, -9.199999809265137, -8.0, -8.600000381469727, -10.0, -8.800000190734863, -9.0, -9.800000190734863, -9.600000381469727, -9.199999809265137, -8.800000190734863, -9.40000057220459, -9.800000190734863, -9.800000190734863, -9.600000381469727, -9.600000381469727, -9.600000381469727, -9.600000381469727, -10.0, -9.199999809265137, -10.0, -9.600000381469727, -9.800000190734863, -9.800000190734863, -9.600000381469727, -10.0, -9.199999809265137, -9.40000057220459, -8.600000381469727, -9.800000190734863, -9.199999809265137, -9.199999809265137, -9.199999809265137, -10.199999809265137, -9.800000190734863, -9.199999809265137, -10.0, -10.0, -10.0, -10.40000057220459, -9.40000057220459, -9.0, -9.600000381469727, -9.800000190734863, -9.800000190734863, -9.40000057220459, -10.600000381469727, -8.800000190734863, -9.800000190734863, -9.600000381469727, -9.800000190734863, -9.40000057220459, -10.0, -10.40000057220459]"
